Sequence Number,[Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_STBD_MAG_1 Range to Node,SF_STBD_MAG_1 Easting,SF_STBD_MAG_1 Northing,Magnetic Field 30011_MAG_SFSTBD_1_883381 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30015_MAG_SFSTBD_5_883767 [nT] Value,Value Value,Value Comment,Value Comment,10003_MRU_SF_STBD Pitch,10003_MRU_SF_STBD Roll
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:42.62,661840.03,5990652.07,340.46,2.66,243.07,661939.10,5990382.20,50072.04,1265.00,36.08,2.51,50063.55,1426.00,883381,883767,2.32,-1.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:42.70,661839.95,5990652.28,340.44,2.66,243.07,661939.00,5990382.40,50072.08,1265.00,36.08,2.53,50063.70,1426.00,883381,883767,2.32,-1.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:42.74,661839.92,5990652.38,340.44,2.66,243.07,661938.97,5990382.50,50072.22,1265.00,36.08,2.53,50063.70,1426.00,883381,883767,2.32,-1.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:42.78,661839.88,5990652.48,340.44,2.66,243.07,661938.93,5990382.61,50072.17,1267.00,36.08,2.53,50063.59,1426.00,883381,883767,2.32,-1.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:42.82,661839.84,5990652.59,340.44,2.66,243.05,661938.89,5990382.72,50072.08,1265.00,36.08,2.53,50063.59,1426.00,883381,883767,2.32,-1.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:42.86,661839.81,5990652.69,340.44,2.66,243.05,661938.86,5990382.82,50072.04,1267.00,36.08,2.54,50063.50,1426.00,883381,883767,2.32,-1.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:42.94,661839.73,5990652.89,340.44,2.66,243.06,661938.79,5990383.03,50072.08,1265.00,36.08,2.54,50063.46,1426.00,883381,883767,2.32,-1.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:42.99,661839.69,5990653.01,340.44,2.66,243.06,661938.74,5990383.14,50072.08,1265.00,36.08,2.55,50063.46,1426.00,883381,883767,2.18,-0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.02,661839.66,5990653.09,340.44,2.66,243.06,661938.71,5990383.22,50072.17,1265.00,36.08,2.55,50063.70,1426.00,883381,883767,2.18,-0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.06,661839.63,5990653.20,340.44,2.66,243.06,661938.68,5990383.33,50071.99,1265.00,36.08,2.55,50063.51,1426.00,883381,883767,2.18,-0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.15,661839.55,5990653.40,340.44,2.66,243.06,661938.61,5990383.53,50071.99,1267.00,36.08,2.55,50063.50,1426.00,883381,883767,2.18,-0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.19,661839.52,5990653.50,340.44,2.66,243.06,661938.58,5990383.63,50072.04,1265.00,36.08,2.57,50063.50,1426.00,883381,883767,2.18,-0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.23,661839.48,5990653.60,340.44,2.66,243.06,661938.55,5990383.74,50072.08,1267.00,36.08,2.57,50063.61,1426.00,883381,883767,2.18,-0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.27,661839.45,5990653.70,340.44,2.66,243.06,661938.51,5990383.84,50072.08,1265.00,36.08,2.55,50063.47,1426.00,883381,883767,2.18,-0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.35,661839.37,5990653.91,340.42,2.66,243.06,661938.42,5990384.04,50072.00,1267.00,36.08,2.55,50063.33,1423.00,883381,883767,2.18,-0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.39,661839.33,5990654.02,340.42,2.66,243.06,661938.39,5990384.15,50071.85,1265.00,36.08,2.57,50063.37,1426.00,883381,883767,2.18,-0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.43,661839.30,5990654.12,340.42,2.66,243.06,661938.36,5990384.25,50071.86,1267.00,36.08,2.57,50063.37,1426.00,883381,883767,2.18,-0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.47,661839.26,5990654.22,340.42,2.66,243.06,661938.31,5990384.35,50072.08,1270.00,36.08,2.56,50063.51,1426.00,883381,883767,2.18,-0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.51,661839.22,5990654.33,340.42,2.66,243.06,661938.27,5990384.45,50071.95,1270.00,36.08,2.56,50063.50,1426.00,883381,883767,2.18,-0.63
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.59,661839.15,5990654.53,340.42,2.66,243.06,661938.19,5990384.65,50072.05,1270.00,36.08,2.56,50063.37,1426.00,883381,883767,-0.34,0.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.63,661839.11,5990654.63,340.42,2.66,243.06,661938.16,5990384.75,50071.81,1267.00,36.08,2.56,50063.37,1426.00,883381,883767,-0.34,0.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.67,661839.08,5990654.73,340.42,2.66,243.06,661938.12,5990384.86,50071.95,1270.00,36.08,2.59,50063.37,1426.00,883381,883767,-0.34,0.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.72,661839.04,5990654.83,340.42,2.66,243.06,661938.09,5990384.96,50072.04,1270.00,36.08,2.59,50063.55,1428.00,883381,883767,-0.34,0.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.80,661838.97,5990655.04,340.42,2.66,243.06,661938.02,5990385.17,50071.95,1272.00,36.08,2.58,50063.56,1426.00,883381,883767,-0.34,0.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.84,661838.93,5990655.14,340.37,2.66,243.08,661937.95,5990385.24,50071.86,1272.00,36.08,2.58,50063.38,1426.00,883381,883767,-0.34,0.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.88,661838.89,5990655.24,340.37,2.66,243.08,661937.91,5990385.34,50071.81,1272.00,36.08,2.58,50063.38,1426.00,883381,883767,-0.34,0.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.92,661838.86,5990655.34,340.37,2.66,243.08,661937.88,5990385.44,50071.86,1272.00,36.08,2.58,50063.46,1428.00,883381,883767,-0.34,0.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:43.96,661838.82,5990655.45,340.37,2.66,243.08,661937.84,5990385.54,50071.86,1272.00,36.08,2.59,50063.43,1428.00,883381,883767,-0.34,0.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.04,661838.75,5990655.65,340.37,2.66,243.07,661937.77,5990385.75,50071.99,1272.00,36.08,2.59,50063.51,1426.00,883381,883767,-0.34,0.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.08,661838.71,5990655.75,340.37,2.66,243.07,661937.73,5990385.85,50071.81,1272.00,36.08,2.59,50063.46,1428.00,883381,883767,-0.34,0.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.13,661838.67,5990655.87,340.37,2.66,243.07,661937.69,5990385.97,50071.72,1274.00,36.08,2.59,50063.33,1428.00,883381,883767,0.46,-0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.16,661838.64,5990655.96,340.37,2.66,243.07,661937.66,5990386.05,50071.72,1272.00,36.08,2.58,50063.33,1428.00,883381,883767,0.46,-0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.24,661838.57,5990656.16,340.37,2.66,242.91,661937.69,5990386.46,50071.81,1272.00,36.08,2.58,50063.46,1426.00,883381,883767,0.46,-0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.28,661838.53,5990656.26,340.37,2.66,242.91,661937.65,5990386.56,50071.90,1274.00,36.08,2.58,50063.46,1426.00,883381,883767,0.46,-0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.33,661838.50,5990656.37,340.37,2.66,242.92,661937.62,5990386.67,50071.81,1274.00,36.08,2.58,50063.38,1426.00,883381,883767,0.46,-0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.37,661838.46,5990656.47,340.37,2.66,242.92,661937.58,5990386.77,50071.68,1274.00,36.08,2.59,50063.37,1426.00,883381,883767,0.46,-0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.45,661838.39,5990656.67,340.37,2.66,242.92,661937.51,5990386.97,50071.63,1274.00,36.08,2.59,50063.28,1426.00,883381,883767,0.46,-0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.49,661838.35,5990656.78,340.37,2.66,242.90,661937.48,5990387.10,50071.72,1277.00,36.08,2.59,50063.47,1426.00,883381,883767,0.46,-0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.54,661838.30,5990656.90,340.37,2.66,242.90,661937.44,5990387.22,50071.80,1277.00,36.08,2.59,50063.47,1426.00,883381,883767,0.46,-0.59
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.57,661838.28,5990656.98,340.37,2.66,242.90,661937.41,5990387.30,50071.68,1274.00,36.08,2.61,50063.28,1428.00,883381,883767,1.62,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.61,661838.24,5990657.08,340.37,2.66,242.90,661937.37,5990387.40,50071.68,1277.00,36.08,2.61,50063.29,1426.00,883381,883767,1.62,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.69,661838.17,5990657.28,340.37,2.66,242.90,661937.30,5990387.61,50071.63,1274.00,36.08,2.59,50063.33,1428.00,883381,883767,1.62,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.73,661838.13,5990657.39,340.37,2.66,242.90,661937.26,5990387.71,50071.68,1277.00,36.08,2.59,50063.33,1428.00,883381,883767,1.62,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.77,661838.10,5990657.49,340.37,2.66,242.90,661937.23,5990387.81,50071.77,1277.00,35.98,2.59,50063.33,1428.00,883381,883767,1.62,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.81,661838.06,5990657.59,340.37,2.66,242.88,661937.18,5990387.93,50071.59,1277.00,35.98,2.59,50063.24,1426.00,883381,883767,1.62,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.90,661837.99,5990657.79,340.37,2.66,242.88,661937.11,5990388.13,50071.54,1277.00,35.98,2.58,50063.24,1428.00,883381,883767,1.62,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.94,661837.95,5990657.89,340.37,2.66,242.88,661937.07,5990388.23,50071.54,1277.00,35.98,2.58,50063.24,1428.00,883381,883767,1.62,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:44.98,661837.92,5990658.00,340.38,2.66,242.88,661937.03,5990388.34,50071.63,1277.00,35.98,2.60,50063.28,1428.00,883381,883767,1.62,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.02,661837.88,5990658.10,340.38,2.66,242.88,661936.99,5990388.44,50071.59,1277.00,35.98,2.60,50063.20,1426.00,883381,883767,1.62,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.10,661837.80,5990658.31,340.38,2.66,242.88,661936.92,5990388.65,50071.59,1279.00,35.98,2.61,50063.15,1428.00,883381,883767,1.62,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.14,661837.77,5990658.40,340.38,2.66,242.88,661936.89,5990388.74,50071.54,1279.00,35.98,2.61,50063.28,1426.00,883381,883767,0.35,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.18,661837.73,5990658.51,340.38,2.66,242.88,661936.85,5990388.85,50071.54,1279.00,35.98,2.61,50063.28,1426.00,883381,883767,0.35,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.22,661837.70,5990658.61,340.38,2.66,242.88,661936.82,5990388.95,50071.63,1279.00,35.98,2.61,50063.33,1426.00,883381,883767,0.35,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.26,661837.66,5990658.71,340.38,2.66,242.88,661936.78,5990389.05,50071.63,1282.00,35.98,2.59,50063.37,1428.00,883381,883767,0.35,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.34,661837.59,5990658.91,340.38,2.66,242.87,661936.70,5990389.26,50071.59,1279.00,35.98,2.59,50063.23,1428.00,883381,883767,0.35,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.38,661837.55,5990659.01,340.38,2.66,242.87,661936.67,5990389.36,50071.50,1282.00,35.98,2.62,50063.23,1428.00,883381,883767,0.35,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.43,661837.51,5990659.13,340.38,2.66,242.87,661936.63,5990389.48,50071.50,1282.00,35.98,2.62,50063.20,1426.00,883381,883767,0.35,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.46,661837.48,5990659.22,340.38,2.66,242.87,661936.60,5990389.56,50071.54,1282.00,35.98,2.61,50063.32,1426.00,883381,883767,0.35,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.55,661837.41,5990659.42,340.38,2.66,242.88,661936.53,5990389.76,50071.54,1282.00,35.98,2.61,50063.19,1428.00,883381,883767,0.35,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.59,661837.37,5990659.53,340.38,2.66,242.88,661936.49,5990389.86,50071.48,1282.00,35.98,2.62,50063.20,1428.00,883381,883767,0.35,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.63,661837.34,5990659.63,340.40,2.66,242.88,661936.45,5990389.96,50071.50,1284.00,35.98,2.62,50063.20,1428.00,883381,883767,2.22,-0.12
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.67,661837.30,5990659.73,340.40,2.66,242.88,661936.41,5990390.06,50071.50,1284.00,35.98,2.64,50063.28,1428.00,883381,883767,2.22,-0.12
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.75,661837.23,5990659.93,340.40,2.66,242.88,661936.34,5990390.27,50071.54,1284.00,35.98,2.64,50063.33,1428.00,883381,883767,2.22,-0.12
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.79,661837.20,5990660.03,340.40,2.66,242.86,661936.30,5990390.39,50071.63,1284.00,35.98,2.63,50063.24,1426.00,883381,883767,2.22,-0.12
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.83,661837.16,5990660.14,340.40,2.66,242.86,661936.26,5990390.49,50071.54,1284.00,35.98,2.63,50063.24,1426.00,883381,883767,2.22,-0.12
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.87,661837.13,5990660.24,340.40,2.66,242.86,661936.23,5990390.59,50071.40,1284.00,35.98,2.62,50063.24,1426.00,883381,883767,2.22,-0.12
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.91,661837.09,5990660.34,340.40,2.66,242.86,661936.19,5990390.69,50071.50,1284.00,35.98,2.62,50063.29,1428.00,883381,883767,2.22,-0.12
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:45.99,661837.02,5990660.55,340.40,2.66,242.86,661936.12,5990390.90,50071.45,1287.00,35.98,2.62,50063.38,1428.00,883381,883767,2.22,-0.12
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.03,661836.98,5990660.65,340.40,2.66,242.85,661936.08,5990391.00,50071.59,1287.00,35.98,2.62,50063.38,1428.00,883381,883767,2.22,-0.12
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.08,661836.95,5990660.75,340.40,2.66,242.85,661936.04,5990391.10,50071.50,1284.00,35.98,2.64,50063.32,1426.00,883381,883767,2.22,-0.12
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.12,661836.91,5990660.85,340.40,2.66,242.85,661936.01,5990391.21,50071.40,1287.00,35.98,2.64,50063.32,1426.00,883381,883767,2.22,-0.12
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.20,661836.84,5990661.06,340.40,2.66,242.85,661935.94,5990391.41,50071.45,1287.00,35.98,2.64,50063.38,1428.00,883381,883767,1.11,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.24,661836.80,5990661.16,340.40,2.66,242.85,661935.90,5990391.51,50071.54,1287.00,35.98,2.64,50063.38,1428.00,883381,883767,1.11,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.28,661836.77,5990661.26,340.43,2.66,243.13,661935.85,5990391.32,50071.59,1287.00,35.98,2.65,50063.32,1428.00,883381,883767,1.11,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.32,661836.73,5990661.36,340.43,2.66,243.13,661935.82,5990391.41,50071.45,1287.00,35.98,2.65,50063.24,1426.00,883381,883767,1.11,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.36,661836.70,5990661.46,340.43,2.66,243.13,661935.78,5990391.51,50071.39,1287.00,35.98,2.63,50063.24,1426.00,883381,883767,1.11,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.44,661836.62,5990661.67,340.43,2.66,243.14,661935.70,5990391.72,50071.40,1287.00,35.98,2.63,50063.37,1428.00,883381,883767,1.11,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.48,661836.59,5990661.77,340.43,2.66,243.14,661935.67,5990391.81,50071.59,1287.00,35.98,2.62,50063.37,1428.00,883381,883767,1.11,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.52,661836.56,5990661.87,340.43,2.66,243.14,661935.64,5990391.91,50071.59,1289.00,35.98,2.62,50063.38,1428.00,883381,883767,1.11,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.56,661836.52,5990661.97,340.43,2.66,243.15,661935.61,5990392.01,50071.40,1287.00,35.98,2.63,50063.23,1426.00,883381,883767,1.11,-0.23
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.65,661836.45,5990662.18,340.43,2.66,243.15,661935.53,5990392.21,50071.45,1287.00,35.98,2.63,50063.28,1428.00,883381,883767,1.07,0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.69,661836.41,5990662.28,340.43,2.66,243.15,661935.50,5990392.31,50071.45,1289.00,35.98,2.62,50063.28,1428.00,883381,883767,1.07,0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.73,661836.37,5990662.38,340.43,2.66,243.15,661935.46,5990392.41,50071.54,1289.00,35.98,2.62,50063.28,1428.00,883381,883767,1.07,0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.77,661836.34,5990662.48,340.43,2.66,243.16,661935.42,5990392.51,50071.50,1292.00,35.98,2.64,50063.23,1428.00,883381,883767,1.07,0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.85,661836.27,5990662.69,340.43,2.66,243.16,661935.35,5990392.71,50071.40,1289.00,35.98,2.64,50063.20,1426.00,883381,883767,1.07,0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.89,661836.23,5990662.79,340.43,2.66,243.16,661935.31,5990392.81,50071.36,1289.00,35.98,2.64,50063.29,1428.00,883381,883767,1.07,0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.93,661836.19,5990662.89,340.43,2.66,243.16,661935.28,5990392.91,50071.40,1289.00,35.98,2.64,50063.29,1428.00,883381,883767,1.07,0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:46.97,661836.16,5990662.99,340.43,2.66,243.17,661935.24,5990393.01,50071.40,1289.00,35.98,2.62,50063.28,1426.00,883381,883767,1.07,0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.01,661836.12,5990663.09,340.43,2.66,243.17,661935.20,5990393.11,50071.68,1292.00,35.98,2.62,50063.43,1428.00,883381,883767,1.07,0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.09,661836.05,5990663.30,340.43,2.66,243.17,661935.13,5990393.30,50071.48,1289.00,35.98,2.63,50063.37,1426.00,883381,883767,1.07,0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.13,661836.01,5990663.40,340.43,2.66,243.17,661935.09,5990393.41,50071.31,1289.00,35.98,2.63,50063.20,1426.00,883381,883767,1.07,0.83
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.17,661835.98,5990663.50,340.43,2.66,243.18,661935.06,5990393.50,50071.45,1292.00,35.98,2.64,50063.23,1428.00,883381,883767,1.34,-0.20
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.21,661835.94,5990663.60,340.43,2.66,243.18,661935.02,5990393.60,50071.54,1292.00,35.98,2.64,50063.43,1426.00,883381,883767,1.34,-0.20
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.30,661835.87,5990663.81,340.43,2.66,243.18,661934.95,5990393.80,50071.63,1292.00,35.98,2.62,50063.43,1426.00,883381,883767,1.34,-0.20
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.34,661835.83,5990663.91,340.43,2.66,243.18,661934.91,5990393.90,50071.54,1292.00,35.98,2.62,50063.43,1426.00,883381,883767,1.34,-0.20
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.38,661835.79,5990664.01,340.43,2.66,243.19,661934.87,5990394.00,50071.59,1292.00,35.98,2.62,50063.37,1428.00,883381,883767,1.34,-0.20
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.43,661835.74,5990664.15,340.43,2.66,243.19,661934.82,5990394.14,50071.54,1294.00,35.98,2.62,50063.37,1428.00,883381,883767,1.34,-0.20
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.50,661835.68,5990664.32,340.43,2.66,243.19,661934.76,5990394.30,50071.72,1292.00,35.98,2.63,50063.51,1426.00,883381,883767,1.34,-0.20
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.54,661835.65,5990664.42,340.43,2.66,243.20,661934.72,5990394.40,50071.68,1294.00,35.98,2.63,50063.50,1426.00,883381,883767,1.34,-0.20
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.58,661835.61,5990664.52,340.43,2.66,243.20,661934.69,5990394.50,50071.63,1294.00,35.98,2.63,50063.50,1426.00,883381,883767,1.34,-0.20
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.63,661835.57,5990664.64,340.43,2.66,243.20,661934.65,5990394.62,50071.59,1294.00,35.98,2.63,50063.43,1426.00,883381,883767,1.34,-0.20
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.66,661835.54,5990664.72,340.43,2.66,243.20,661934.62,5990394.70,50071.54,1294.00,35.98,2.63,50063.43,1426.00,883381,883767,1.34,-0.20
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.74,661835.47,5990664.93,340.43,2.66,243.21,661934.54,5990394.90,50071.72,1294.00,35.98,2.63,50063.47,1428.00,883381,883767,-0.02,0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.78,661835.43,5990665.03,340.43,2.66,243.21,661934.51,5990395.00,50071.59,1296.00,35.98,2.63,50063.47,1428.00,883381,883767,-0.02,0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.83,661835.40,5990665.13,340.43,2.66,243.21,661934.47,5990395.10,50071.72,1296.00,35.98,2.63,50063.59,1426.00,883381,883767,-0.02,0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.87,661835.37,5990665.25,340.47,2.66,243.18,661934.45,5990395.24,50071.68,1296.00,35.98,2.62,50063.56,1426.00,883381,883767,-0.02,0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.95,661835.29,5990665.45,340.47,2.66,243.18,661934.37,5990395.44,50071.59,1296.00,35.98,2.62,50063.61,1428.00,883381,883767,-0.02,0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:47.99,661835.26,5990665.55,340.47,2.66,243.18,661934.34,5990395.54,50071.68,1296.00,35.98,2.66,50063.59,1428.00,883381,883767,-0.02,0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:48.03,661835.22,5990665.66,340.47,2.66,243.18,661934.30,5990395.65,50071.68,1296.00,35.98,2.66,50063.59,1428.00,883381,883767,-0.02,0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:48.07,661835.18,5990665.76,340.47,2.66,243.18,661934.26,5990395.75,50071.63,1296.00,35.98,2.61,50063.51,1426.00,883381,883767,-0.02,0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:32:48.12,661835.14,5990665.89,340.47,2.66,243.19,661934.22,5990395.87,50071.63,1296.00,35.98,2.61,50063.59,1428.00,883381,883767,-0.02,0.40
