Sequence Number,[Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_STBD_MAG_1 Range to Node,SF_STBD_MAG_1 Easting,SF_STBD_MAG_1 Northing,Magnetic Field 30011_MAG_SFSTBD_1_883381 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30015_MAG_SFSTBD_5_883767 [nT] Value,Value Value,Value Comment,Value Comment,10003_MRU_SF_STBD Pitch,10003_MRU_SF_STBD Roll
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.78,665808.60,5985326.07,322.28,2.75,243.03,665964.80,5985086.06,50056.67,1267.00,33.96,2.69,50047.86,1428.00,883381,883767,0.43,-0.84
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.87,665808.44,5985326.27,322.28,2.75,243.02,665964.66,5985086.28,50056.74,1267.00,33.96,2.69,50048.07,1428.00,883381,883767,0.43,-0.84
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.90,665808.39,5985326.33,322.28,2.75,243.02,665964.61,5985086.34,50056.80,1270.00,33.96,2.69,50048.07,1428.00,883381,883767,0.49,-1.50
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.94,665808.32,5985326.42,322.28,2.75,243.03,665964.54,5985086.43,50056.79,1272.00,33.96,2.69,50048.07,1428.00,883381,883767,0.49,-1.50
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:28.98,665808.25,5985326.51,322.28,2.75,243.03,665964.47,5985086.52,50056.83,1272.00,33.96,2.69,50048.00,1428.00,883381,883767,0.49,-1.50
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.06,665808.11,5985326.69,322.28,2.75,243.02,665964.34,5985086.72,50056.67,1272.00,33.96,2.72,50048.00,1426.00,883381,883767,0.49,-1.50
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.10,665808.04,5985326.78,322.28,2.75,243.03,665964.27,5985086.80,50056.65,1274.00,33.96,2.72,50048.18,1426.00,883381,883767,0.49,-1.50
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.14,665807.98,5985326.87,322.28,2.75,243.03,665964.20,5985086.89,50056.79,1277.00,33.96,2.71,50048.18,1426.00,883381,883767,0.49,-1.50
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.18,665807.91,5985326.95,322.28,2.75,243.03,665964.13,5985086.98,50056.76,1277.00,33.96,2.71,50048.18,1426.00,883381,883767,0.49,-1.50
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.26,665807.76,5985327.13,322.24,2.75,243.02,665964.01,5985087.19,50056.70,1279.00,33.96,2.70,50048.22,1428.00,883381,883767,0.49,-1.50
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.30,665807.70,5985327.22,322.24,2.75,243.02,665963.94,5985087.28,50056.74,1282.00,33.96,2.70,50048.22,1428.00,883381,883767,0.49,-1.50
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.35,665807.63,5985327.31,322.24,2.75,243.02,665963.88,5985087.37,50056.67,1282.00,33.96,2.70,50048.13,1428.00,883381,883767,0.49,-1.50
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.39,665807.55,5985327.40,322.24,2.75,243.02,665963.80,5985087.46,50056.88,1282.00,33.96,2.70,50048.22,1428.00,883381,883767,0.49,-1.50
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.44,665807.47,5985327.51,322.24,2.75,243.02,665963.72,5985087.58,50056.85,1284.00,33.96,2.70,50048.27,1428.00,883381,883767,-1.41,0.62
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.51,665807.35,5985327.67,322.24,2.75,243.60,665965.26,5985088.05,50056.70,1287.00,33.96,2.70,50048.21,1426.00,883381,883767,-1.41,0.62
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.55,665807.28,5985327.75,322.24,2.75,243.60,665965.20,5985088.14,50056.74,1287.00,33.96,2.67,50048.21,1426.00,883381,883767,-1.41,0.62
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.59,665807.21,5985327.84,322.24,2.75,243.60,665965.13,5985088.23,50056.71,1287.00,33.96,2.67,50048.18,1428.00,883381,883767,-1.41,0.62
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.63,665807.14,5985327.93,322.24,2.75,243.60,665965.06,5985088.32,50056.83,1287.00,33.96,2.66,50048.36,1426.00,883381,883767,-1.41,0.62
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.71,665807.00,5985328.11,322.24,2.75,243.60,665964.92,5985088.51,50056.88,1287.00,33.96,2.66,50048.27,1428.00,883381,883767,-1.41,0.62
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.75,665806.93,5985328.19,322.24,2.75,243.60,665964.85,5985088.60,50056.76,1289.00,33.96,2.65,50048.31,1426.00,883381,883767,-1.41,0.62
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.79,665806.86,5985328.28,322.24,2.75,243.60,665964.78,5985088.69,50056.83,1292.00,33.96,2.65,50048.31,1426.00,883381,883767,-1.41,0.62
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.83,665806.79,5985328.37,322.19,2.75,243.60,665964.71,5985088.78,50056.83,1292.00,33.96,2.65,50048.45,1426.00,883381,883767,-1.41,0.62
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.92,665806.65,5985328.54,322.19,2.75,243.60,665964.58,5985088.97,50056.85,1292.00,33.96,2.65,50048.40,1426.00,883381,883767,-2.53,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:29.96,665806.58,5985328.63,322.19,2.75,243.60,665964.52,5985089.06,50056.93,1289.00,33.96,2.66,50048.39,1426.00,883381,883767,-2.53,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.00,665806.51,5985328.72,322.19,2.75,243.60,665964.44,5985089.14,50056.89,1292.00,33.96,2.66,50048.39,1426.00,883381,883767,-2.53,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.04,665806.44,5985328.81,322.19,2.75,243.60,665964.37,5985089.23,50056.83,1292.00,33.96,2.68,50048.49,1423.00,883381,883767,-2.53,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.08,665806.37,5985328.90,322.19,2.75,243.60,665964.30,5985089.33,50056.79,1292.00,33.96,2.68,50048.36,1426.00,883381,883767,-2.53,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.16,665806.24,5985329.08,322.19,2.75,243.60,665964.18,5985089.52,50056.98,1294.00,33.96,2.64,50048.49,1426.00,883381,883767,-2.53,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.20,665806.17,5985329.16,322.19,2.75,243.60,665964.11,5985089.61,50056.93,1294.00,33.96,2.64,50048.45,1426.00,883381,883767,-2.53,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.24,665806.10,5985329.25,322.19,2.75,243.60,665964.05,5985089.70,50056.79,1296.00,33.96,2.63,50048.45,1426.00,883381,883767,-2.53,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.28,665806.02,5985329.34,322.19,2.75,243.61,665964.00,5985089.79,50056.80,1296.00,33.96,2.63,50048.36,1426.00,883381,883767,-2.53,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.36,665805.89,5985329.51,322.19,2.75,243.61,665963.87,5985089.98,50056.70,1294.00,34.07,2.63,50048.45,1426.00,883381,883767,-2.53,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.41,665805.80,5985329.62,322.19,2.75,243.61,665963.79,5985090.09,50056.94,1296.00,34.07,2.63,50048.58,1426.00,883381,883767,-2.53,-0.40
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.44,665805.75,5985329.69,322.19,2.75,243.61,665963.74,5985090.16,50056.88,1296.00,34.07,2.62,50048.58,1426.00,883381,883767,-1.04,1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.48,665805.68,5985329.77,322.09,2.75,243.61,665963.66,5985090.24,50056.93,1296.00,34.07,2.62,50048.58,1426.00,883381,883767,-1.04,1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.53,665805.61,5985329.86,322.09,2.75,243.61,665963.59,5985090.34,50056.89,1299.00,34.07,2.61,50048.61,1423.00,883381,883767,-1.04,1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.61,665805.47,5985330.04,322.09,2.75,243.61,665963.46,5985090.52,50056.88,1299.00,34.07,2.61,50048.67,1426.00,883381,883767,-1.04,1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.65,665805.40,5985330.12,322.09,2.75,243.61,665963.38,5985090.60,50056.98,1301.00,34.07,2.60,50048.67,1423.00,883381,883767,-1.04,1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.69,665805.33,5985330.21,322.09,2.75,243.61,665963.31,5985090.69,50056.83,1299.00,34.07,2.60,50048.54,1426.00,883381,883767,-1.04,1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.73,665805.26,5985330.29,322.09,2.75,243.61,665963.25,5985090.78,50056.88,1299.00,34.07,2.61,50048.54,1426.00,883381,883767,-1.04,1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.81,665805.12,5985330.47,322.09,2.75,243.61,665963.08,5985090.96,50056.80,1301.00,34.07,2.61,50048.58,1423.00,883381,883767,-1.04,1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.85,665805.05,5985330.56,322.09,2.75,243.61,665963.02,5985091.05,50056.83,1301.00,34.07,2.60,50048.58,1423.00,883381,883767,-1.04,1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.89,665804.98,5985330.65,322.09,2.75,243.61,665962.95,5985091.15,50056.93,1301.00,34.07,2.60,50048.72,1423.00,883381,883767,-1.04,1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:30.93,665804.91,5985330.74,322.09,2.75,243.61,665962.89,5985091.24,50056.94,1301.00,34.07,2.60,50048.63,1426.00,883381,883767,-1.04,1.10
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.02,665804.77,5985330.91,321.99,2.75,243.61,665962.74,5985091.41,50056.83,1304.00,34.07,2.60,50048.58,1426.00,883381,883767,-1.90,-3.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.05,665804.70,5985330.99,321.99,2.75,243.61,665962.67,5985091.50,50056.79,1304.00,34.07,2.61,50048.72,1423.00,883381,883767,-1.90,-3.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.09,665804.64,5985331.08,321.99,2.75,243.61,665962.61,5985091.59,50056.94,1301.00,34.07,2.61,50048.72,1423.00,883381,883767,-1.90,-3.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.13,665804.57,5985331.16,321.99,2.75,243.60,665962.55,5985091.69,50056.93,1304.00,34.07,2.57,50048.72,1423.00,883381,883767,-1.90,-3.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.18,665804.49,5985331.26,321.99,2.75,243.60,665962.48,5985091.78,50056.98,1301.00,34.07,2.57,50048.72,1423.00,883381,883767,-1.90,-3.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.26,665804.36,5985331.43,321.99,2.75,243.60,665962.35,5985091.97,50056.83,1304.00,34.07,2.56,50048.63,1421.00,883381,883767,-1.90,-3.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.30,665804.29,5985331.51,321.99,2.75,243.61,665962.29,5985092.05,50056.79,1304.00,34.07,2.56,50048.72,1423.00,883381,883767,-1.90,-3.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.34,665804.22,5985331.60,321.99,2.75,243.61,665962.23,5985092.14,50056.89,1304.00,34.07,2.57,50048.72,1423.00,883381,883767,-1.90,-3.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.38,665804.15,5985331.69,321.99,2.75,243.61,665962.16,5985092.24,50056.97,1306.00,34.07,2.57,50048.79,1423.00,883381,883767,-1.90,-3.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.46,665804.01,5985331.87,321.99,2.75,243.61,665962.03,5985092.43,50056.98,1306.00,34.12,2.55,50048.72,1423.00,883381,883767,-1.90,-3.02
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.50,665803.94,5985331.95,321.99,2.75,243.61,665961.97,5985092.52,50056.83,1304.00,34.12,2.55,50048.63,1423.00,883381,883767,-0.99,-2.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.54,665803.87,5985332.04,321.99,2.75,243.52,665961.81,5985092.65,50056.88,1309.00,34.12,2.53,50048.63,1423.00,883381,883767,-0.99,-2.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.58,665803.80,5985332.13,321.99,2.75,243.52,665961.74,5985092.75,50056.85,1306.00,34.12,2.53,50048.63,1423.00,883381,883767,-0.99,-2.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.66,665803.66,5985332.29,321.88,2.75,243.53,665961.60,5985092.91,50056.97,1306.00,34.12,2.53,50048.81,1423.00,883381,883767,-0.99,-2.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.71,665803.59,5985332.38,321.88,2.75,243.53,665961.53,5985093.01,50056.97,1306.00,34.12,2.53,50048.81,1423.00,883381,883767,-0.99,-2.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.75,665803.53,5985332.47,321.88,2.75,243.53,665961.47,5985093.10,50056.94,1309.00,34.12,2.51,50048.72,1423.00,883381,883767,-0.99,-2.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.79,665803.46,5985332.55,321.88,2.75,243.53,665961.40,5985093.19,50056.88,1306.00,34.12,2.51,50048.81,1421.00,883381,883767,-0.99,-2.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.83,665803.39,5985332.64,321.88,2.75,243.53,665961.31,5985093.27,50056.85,1309.00,34.12,2.50,50048.81,1421.00,883381,883767,-0.99,-2.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.91,665803.25,5985332.82,321.88,2.75,243.53,665961.18,5985093.46,50057.02,1309.00,34.12,2.50,50048.86,1421.00,883381,883767,-0.99,-2.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.95,665803.18,5985332.90,321.88,2.75,243.53,665961.12,5985093.55,50056.98,1309.00,34.12,2.49,50048.86,1421.00,883381,883767,-0.99,-2.52
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:31.99,665803.11,5985332.99,321.88,2.75,243.53,665961.05,5985093.64,50056.97,1309.00,34.17,2.49,50048.81,1423.00,883381,883767,-4.83,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.03,665803.04,5985333.07,321.88,2.75,243.53,665960.98,5985093.72,50056.88,1309.00,34.17,2.49,50048.86,1423.00,883381,883767,-4.83,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.11,665802.90,5985333.25,321.88,2.75,243.53,665960.85,5985093.90,50056.94,1309.00,34.17,2.49,50048.81,1423.00,883381,883767,-4.83,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.16,665802.83,5985333.35,321.88,2.75,243.53,665960.77,5985094.01,50056.97,1309.00,34.17,2.49,50048.90,1423.00,883381,883767,-4.83,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.19,665802.76,5985333.43,321.88,2.75,243.53,665960.71,5985094.09,50056.97,1309.00,34.17,2.49,50048.90,1423.00,883381,883767,-4.83,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.23,665802.70,5985333.51,321.88,2.75,243.53,665960.65,5985094.18,50056.94,1311.00,34.17,2.48,50048.76,1423.00,883381,883767,-4.83,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.27,665802.63,5985333.60,321.88,2.75,243.53,665960.59,5985094.28,50056.88,1309.00,34.17,2.48,50048.86,1421.00,883381,883767,-4.83,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.36,665802.49,5985333.78,321.81,2.75,243.54,665960.41,5985094.43,50056.89,1311.00,34.17,2.48,50048.81,1423.00,883381,883767,-4.83,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.40,665802.42,5985333.86,321.81,2.75,243.54,665960.35,5985094.52,50056.93,1313.00,34.17,2.48,50048.90,1423.00,883381,883767,-4.83,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.44,665802.35,5985333.95,321.81,2.75,243.54,665960.28,5985094.61,50056.97,1311.00,34.17,2.45,50048.86,1421.00,883381,883767,-4.83,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.48,665802.28,5985334.04,321.81,2.75,243.54,665960.22,5985094.71,50056.85,1311.00,34.17,2.45,50048.86,1421.00,883381,883767,-4.83,1.15
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.56,665802.14,5985334.21,321.81,2.75,243.55,665960.07,5985094.87,50056.93,1313.00,34.22,2.45,50048.95,1423.00,883381,883767,-1.93,-1.72
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.60,665802.07,5985334.30,321.81,2.75,243.55,665960.01,5985094.96,50056.94,1311.00,34.22,2.45,50048.95,1423.00,883381,883767,-1.93,-1.72
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.64,665802.00,5985334.38,321.81,2.75,243.55,665959.94,5985095.05,50057.02,1313.00,34.22,2.44,50048.90,1423.00,883381,883767,-1.93,-1.72
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.68,665801.92,5985334.46,321.81,2.75,243.55,665959.86,5985095.12,50057.02,1313.00,34.22,2.44,50048.99,1423.00,883381,883767,-1.93,-1.72
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.76,665801.78,5985334.64,321.81,2.75,243.55,665959.73,5985095.31,50056.94,1316.00,34.22,2.42,50048.90,1421.00,883381,883767,-1.93,-1.72
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.80,665801.72,5985334.73,321.81,2.75,243.55,665959.66,5985095.40,50056.88,1313.00,34.22,2.42,50048.95,1423.00,883381,883767,-1.93,-1.72
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.85,665801.64,5985334.81,321.72,2.75,243.56,665959.60,5985095.48,50056.93,1316.00,34.22,2.43,50048.95,1423.00,883381,883767,-1.93,-1.72
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.88,665801.57,5985334.89,321.72,2.75,243.56,665959.53,5985095.57,50056.98,1313.00,34.22,2.43,50048.95,1423.00,883381,883767,-1.93,-1.72
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:32.93,665801.50,5985334.98,321.72,2.75,243.56,665959.47,5985095.67,50057.15,1316.00,34.22,2.40,50049.13,1421.00,883381,883767,-1.93,-1.72
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.01,665801.36,5985335.16,321.72,2.75,243.56,665959.34,5985095.86,50056.94,1316.00,34.22,2.40,50048.95,1421.00,883381,883767,-2.71,-0.92
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.05,665801.29,5985335.24,321.72,2.75,243.57,665959.25,5985095.92,50056.93,1316.00,34.22,2.39,50048.95,1421.00,883381,883767,-2.71,-0.92
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.09,665801.22,5985335.33,321.72,2.75,243.57,665959.19,5985096.01,50056.97,1316.00,34.22,2.39,50049.08,1421.00,883381,883767,-2.71,-0.92
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.13,665801.15,5985335.42,321.72,2.75,243.57,665959.12,5985096.11,50057.03,1316.00,34.22,2.39,50049.08,1421.00,883381,883767,-2.71,-0.92
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.21,665801.01,5985335.59,321.72,2.75,243.57,665958.99,5985096.30,50057.06,1316.00,34.22,2.39,50048.99,1421.00,883381,883767,-2.71,-0.92
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.25,665800.94,5985335.68,321.72,2.75,243.57,665958.93,5985096.39,50056.98,1316.00,34.22,2.38,50048.99,1421.00,883381,883767,-2.71,-0.92
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.29,665800.86,5985335.76,321.72,2.75,243.58,665958.84,5985096.45,50056.97,1316.00,34.22,2.38,50049.08,1418.00,883381,883767,-2.71,-0.92
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.33,665800.79,5985335.85,321.72,2.75,243.58,665958.77,5985096.54,50056.83,1318.00,34.22,2.36,50048.95,1421.00,883381,883767,-2.71,-0.92
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.37,665800.72,5985335.94,321.72,2.75,243.58,665958.70,5985096.64,50056.94,1316.00,34.22,2.36,50048.95,1421.00,883381,883767,-2.71,-0.92
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.46,665800.57,5985336.10,321.58,2.75,243.59,665958.53,5985096.77,50056.88,1316.00,34.22,2.36,50048.90,1421.00,883381,883767,-2.71,-0.92
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.50,665800.51,5985336.19,321.58,2.75,243.59,665958.46,5985096.86,50056.85,1318.00,34.22,2.36,50048.90,1421.00,883381,883767,-2.71,-0.92
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.54,665800.44,5985336.27,321.58,2.75,243.59,665958.40,5985096.95,50056.83,1316.00,34.22,2.35,50048.95,1418.00,883381,883767,-1.92,-2.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.58,665800.37,5985336.37,321.58,2.75,243.59,665958.33,5985097.04,50056.93,1316.00,34.22,2.35,50048.99,1421.00,883381,883767,-1.92,-2.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.66,665800.22,5985336.55,321.58,2.75,243.50,665958.70,5985097.65,50056.89,1316.00,34.27,2.33,50048.95,1421.00,883381,883767,-1.92,-2.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.70,665800.15,5985336.63,321.58,2.75,243.50,665958.63,5985097.74,50056.93,1316.00,34.27,2.33,50048.90,1421.00,883381,883767,-1.92,-2.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.74,665800.08,5985336.72,321.58,2.75,243.50,665958.56,5985097.83,50056.88,1316.00,34.27,2.32,50048.90,1421.00,883381,883767,-1.92,-2.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.78,665800.01,5985336.80,321.58,2.75,243.50,665958.50,5985097.92,50056.89,1316.00,34.27,2.32,50049.04,1421.00,883381,883767,-1.92,-2.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.86,665799.87,5985336.97,321.58,2.75,243.50,665958.36,5985098.09,50056.88,1318.00,34.27,2.31,50048.95,1418.00,883381,883767,-1.92,-2.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.90,665799.80,5985337.06,321.58,2.75,243.50,665958.29,5985098.18,50056.98,1316.00,34.27,2.31,50048.95,1418.00,883381,883767,-1.92,-2.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.94,665799.73,5985337.14,321.58,2.75,243.50,665958.23,5985098.27,50056.97,1316.00,34.27,2.31,50048.99,1421.00,883381,883767,-1.92,-2.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:33.99,665799.63,5985337.25,321.42,2.74,243.50,665958.15,5985098.39,50056.85,1316.00,34.27,2.31,50048.90,1421.00,883381,883767,-1.92,-2.06
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:34.07,665799.51,5985337.40,321.42,2.74,243.50,665958.04,5985098.55,50056.88,1316.00,34.27,2.29,50048.99,1421.00,883381,883767,-2.79,-1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:34.11,665799.44,5985337.49,321.42,2.74,243.50,665957.98,5985098.65,50056.88,1316.00,34.27,2.29,50048.99,1421.00,883381,883767,-2.79,-1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:34.15,665799.37,5985337.57,321.42,2.74,243.50,665957.91,5985098.74,50056.94,1316.00,34.27,2.28,50048.99,1421.00,883381,883767,-2.79,-1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:34.19,665799.30,5985337.67,321.42,2.74,243.50,665957.84,5985098.84,50056.93,1316.00,34.38,2.28,50049.04,1421.00,883381,883767,-2.79,-1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:34.23,665799.23,5985337.75,321.42,2.74,243.50,665957.78,5985098.93,50056.88,1316.00,34.38,2.28,50049.04,1421.00,883381,883767,-2.79,-1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,02:51:34.31,665799.08,5985337.92,321.42,2.74,243.51,665957.64,5985099.09,50056.80,1316.00,34.38,2.28,50048.95,1421.00,883381,883767,-2.79,-1.48
